Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
Nitromethane,200-876-6,75-52-5,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e182fd422a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182fd422a"" target=""_blank"">Details</a>"
Nitroethane,201-188-9,79-24-3,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e18a14ce16,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a14ce16"" target=""_blank"">Details</a>"
"Naphthenic acids, zinc salts, basic",282-762-6,84418-50-8,Submitted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e18729f9dd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18729f9dd"" target=""_blank"">Details</a>"
Methyldithiocarbamic acid  show/hide  Metam-sodium  EC / List no: 205-293-0  | CAS no: 137-42-8,205-632-2,144-54-7,Opinion Adopted,Belgium,Active substance in Plant Protection Products,03-Jun-2025,0b0236e1898304f1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1898304f1"" target=""_blank"">Details</a>"
"methyl-1H-benzotriazole; sodium 4(or 5)-methyl-1H-benzotriazolide; 4(or 5)-methyl-1H-benzotriazole, potassium salt; and other inorganic salts",-,-,Submitted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e1890b08d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890b08d3"" target=""_blank"">Details</a>"
"m-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",275-662-9,71604-74-5,Intention,Denmark,Chemical registered under REACH,03-Jun-2025,0b0236e1841c9f71,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1841c9f71"" target=""_blank"">Details</a>"
Exo-(+/-)-1-methyl-4-(1-methylethyl)-2-[(2-methylphenyl)methoxy]-7-oxabicyclo[2.2.1]heptane  ARGOLD; CINMETHYLIN; WL 95481,402-410-9,87818-31-3,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products,03-Jun-2025,0b0236e189b39662,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189b39662"" target=""_blank"">Details</a>"
Dioctyltin oxide,212-791-1,870-08-6,Intention,Austria,Chemical registered under REACH,03-Jun-2025,0b0236e18b929ed1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929ed1"" target=""_blank"">Details</a>"
Diisooctyl phthalate,248-523-5,27554-26-3,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b928a55,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928a55"" target=""_blank"">Details</a>"
Diisohexyl phthalate,276-090-2,71850-09-4,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b928d80,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928d80"" target=""_blank"">Details</a>"
Dihexyl phthalate,201-559-5,84-75-3,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b92a154,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a154"" target=""_blank"">Details</a>"
Dicyclohexyl phthalate,201-545-9,84-61-7,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b929aad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929aad"" target=""_blank"">Details</a>"
Dibutyl phthalate,201-557-4,84-74-2,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e185f27ff4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185f27ff4"" target=""_blank"">Details</a>"
Clethodim,619-396-7,99129-21-2,Opinion Adopted,Sweden,Active substance in Plant Protection Products,03-Jun-2025,0b0236e18baccdad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18baccdad"" target=""_blank"">Details</a>"
Chlormequat chloride,213-666-4,999-81-5,Submitted,Austria,Active substance in Plant Protection Products,03-Jun-2025,0b0236e18b92980a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92980a"" target=""_blank"">Details</a>"
Bis(2-ethylhexyl) phthalate,204-211-0,117-81-7,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e188e576b4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e576b4"" target=""_blank"">Details</a>"
"Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene",270-128-1,68411-46-1,Opinion Adopted,France,Chemical registered under REACH,03-Jun-2025,0b0236e188649c73,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188649c73"" target=""_blank"">Details</a>"
"4-[2-[4-(1,1-dimethylethyl)phenyl]ethoxy]quinazoline  MAGISTER* F ACARICIDAL CHEMICAL",410-580-0,120928-09-8,Submitted,Germany,Active substance in Plant Protection Products,03-Jun-2025,0b0236e1877da9e3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877da9e3"" target=""_blank"">Details</a>"
"2,2'-iminodiethanol",203-868-0,111-42-2,Opinion Adopted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e182fd58be,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182fd58be"" target=""_blank"">Details</a>"
1-nitropropane,203-544-9,108-03-2,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e18815e7a4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18815e7a4"" target=""_blank"">Details</a>"
1-ethoxy-2-(2-methoxyethoxy)ethane,213-690-5,1002-67-1,Opinion Adopted,Austria,Chemical registered under REACH,03-Jun-2025,0b0236e183a4dc69,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183a4dc69"" target=""_blank"">Details</a>"
"1,3-diphenylguanidine",203-002-1,102-06-7,Opinion Adopted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b929d1a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929d1a"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",271-093-5,68515-50-4,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b929b72,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929b72"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",276-158-1,71888-89-6,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18aa49d94,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa49d94"" target=""_blank"">Details</a>"
"(+/-) 2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazole-1-yl)propyl-1,1,2,2-tetrafluoroethylether  TETRACONAZOLE",407-760-6,112281-77-3,Submitted,France,Chemical registered under REACH Active substance in Plant Protection Products,03-Jun-2025,0b0236e18a490331,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a490331"" target=""_blank"">Details</a>"
Trimagnesium diphosphide,235-023-7,12057-74-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,29-May-2025,0b0236e188d99c7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d99c7a"" target=""_blank"">Details</a>"
Sodium bromate,232-160-4,7789-38-0,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e189d64417,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d64417"" target=""_blank"">Details</a>"
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,Opinion Development,Sweden,Active substance in Biocidal Products,29-May-2025,0b0236e188d9977a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d9977a"" target=""_blank"">Details</a>"
Potassium bromate,231-829-8,7758-01-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a2735f5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a2735f5"" target=""_blank"">Details</a>"
Napropamide,239-333-3,15299-99-7,Opinion Development,Slovenia,Active substance in Plant Protection Products,29-May-2025,0b0236e18a073c56,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a073c56"" target=""_blank"">Details</a>"
"N,N-dicyclohexylbenzothiazole-2-sulphenamide",225-625-8,4979-32-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a67b543,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67b543"" target=""_blank"">Details</a>"
Di(morpholin-4-yl) disulphide,203-103-0,103-34-4,Consultation,Belgium,Chemical registered under REACH,29-May-2025,0b0236e188e6df49,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e6df49"" target=""_blank"">Details</a>"
"Bis(pentane-2,4-dionato)calcium",243-001-3,19372-44-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a485e34,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a485e34"" target=""_blank"">Details</a>"
Aluminium phosphide,244-088-0,20859-73-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,29-May-2025,0b0236e187907d7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187907d7a"" target=""_blank"">Details</a>"
5-methylhexan-2-one,203-737-8,110-12-3,Opinion Development,Finland,Chemical registered under REACH,29-May-2025,0b0236e188d02a82,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d02a82"" target=""_blank"">Details</a>"
"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",689-176-3,13956-29-1,Opinion Development,France,Chemical registered under REACH,29-May-2025,0b0236e18acdfbaa,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18acdfbaa"" target=""_blank"">Details</a>"
"2,3-epoxypropyl neodecanoate",247-979-2,26761-45-5,Opinion Development,Denmark,Chemical registered under REACH,29-May-2025,0b0236e18a67fc95,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67fc95"" target=""_blank"">Details</a>"
"1,6-Bis[2,2-dimethyl-3-(N-morpholino)-propylideneamino]-hexane",700-570-7,1217271-49-2,Consultation,Belgium,Chemical registered under REACH,29-May-2025,,
